,Unnamed: 0,Id,Date Created,Number of Likes,Source of Tweet,Tweet,Followers,Following,Retweet Count,bot_or_nah
6082,37,SaadaanT,2023-02-11 02:45:27+00:00,0,Twitter for Android,"RT @usmankllc: Zelensky have destroyed Ukraine.
#ZelenskyWarCriminal #UkraineRussianWar",12,5,1,1
6084,39,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
6086,41,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
6087,42,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
6089,44,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
6090,45,Communi05841895,2023-02-11 02:43:00+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,11,8,1
6094,49,NaukatN,2023-02-11 02:42:21+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",13,145,27,1
6095,50,XAEA129,2023-02-11 02:42:11+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",32,176,46,1
6096,51,WSickner,2023-02-11 02:42:06+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",31,170,27,1
6100,55,luneplume67,2023-02-11 02:41:40+00:00,0,Twitter for Android,"RT @TribunePop2022: La CIAC interdit à ses États parties de développer, produire, mettre au point, acquérir, stocker, détenir ou transférer…",42,68,27,1
6101,56,RahulSr48474708,2023-02-11 02:41:31+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,8,8,1
6102,57,Ravinde64130517,2023-02-11 02:40:57+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,4,25,83,1
6103,58,Saurav32693011,2023-02-11 02:40:34+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",20,168,27,1
6111,66,shree89om,2023-02-11 02:38:11+00:00,0,Twitter for Android,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,19,38,83,1
6113,68,bg105ec131,2023-02-11 02:37:54+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,2,263,83,1
6114,69,hadiaBuinessGlb,2023-02-11 02:37:54+00:00,0,Twitter for Android,"The use of dirty bombs including Nuclear material inside, will be th biggest mistakes for Both and for the World. T… https://t.co/Re6LDxOM9c",2,16,0,1
6116,71,Saurav32693011,2023-02-11 02:36:06+00:00,0,Twitter for Android,"RT @UkrainianNews24: Pushing Forward🇺🇦
#UkraineRussianWar https://t.co/7qwCA94QMR",20,168,67,1
6118,73,Saurav32693011,2023-02-11 02:35:53+00:00,0,Twitter for Android,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",20,168,22,1
6121,76,EarthArmy143,2023-02-11 02:35:29+00:00,0,Twitter Web App,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",29,256,22,1
6123,78,tugasmatkul23,2023-02-11 02:35:20+00:00,0,Twitter Web App,RT @tugasmatkul23: Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Dingin J…,3,23,1,1
6125,80,tugasmatkul23,2023-02-11 02:35:11+00:00,1,Twitter Web App,Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Din… https://t.co/1EXLb1BvlY,3,23,1,1
6131,86,Riaca8,2023-02-11 02:33:33+00:00,0,Twitter for iPhone,Dónde va? #UkraineRussianWar https://t.co/hkIVQwsA9Q,18,124,0,1
6132,87,TegarAryanto9,2023-02-11 02:33:23+00:00,0,Twitter Web App,"prayforpapua

turut berduka cita Dilla Love Shot Hujan Zootopia 2 Giroud  Pagii  Persisam bupati kendal Mowning EXO… https://t.co/FtXPJCD71o",0,10,0,1
6133,88,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
6136,91,ErgaOmn72429636,2023-02-11 02:33:07+00:00,0,Twitter for Android,"RT @Skon_man: Look, this is how the #wagnergroup deals with the war.  The Hague in court should be self-evident.  this is a sport for them.…",12,33,0,1
6140,95,amraiza_anil,2023-02-11 02:32:41+00:00,0,Twitter Web App,"Amen!

 #JesusChristisLord #BibleStudy #Rangers #imfpakistan #Elections2023 #GoogleAI #UkraineRussianWar #Alaska… https://t.co/LX6VGBTS8R",4,66,0,1
6141,96,alizavedd,2023-02-11 02:32:32+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",20,153,27,1
6143,98,alizavedd,2023-02-11 02:32:12+00:00,0,Twitter for Android,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",20,153,27,1
6157,12,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
6163,18,GhoulPanza,2023-02-11 02:50:20+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",3,30,46,1
6165,20,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
6166,21,merouseer,2023-02-11 02:49:34+00:00,0,CheckTelegs,"Valentine’s Day Email Marketing: 7 Strategies For 2023

#bitcoin #mateycoin #ukrainerussianwar #utvracing
https://t.co/IIg6U9RrAk",8,22,0,1
6167,22,Ezraleo2,2023-02-11 02:49:06+00:00,0,Twitter for Android,"RT @Bodbe6: +18. Another failed #Russian attack near Avdiivka.

#Ukraine️ 
#UkraineRussianWar https://t.co/mogRO2eTtM",1,54,25,1
6171,26,britneywright30,2023-02-11 02:48:45+00:00,0,Twitter for iPhone,Wanna see as my dog goes deep in me Dm me on #ClarksonsFarm #zoophiliatwt #zoophile #dogs #dogsarefamily… https://t.co/AmQZlyTbu8,0,23,0,1
6179,34,XAEA129,2023-02-11 02:46:12+00:00,0,Twitter Web App,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",32,176,8,1
6180,35,XAEA129,2023-02-11 02:45:43+00:00,0,Twitter Web App,RT @MemeJedi71: Sniff sniff all just a distraction but I'll play #ZelenskyWarCriminal #Zelensky #Ukraine #UkraineRussianWar #coke #SniffSni…,32,176,1,1
6182,37,SaadaanT,2023-02-11 02:45:27+00:00,0,Twitter for Android,"RT @usmankllc: Zelensky have destroyed Ukraine.
#ZelenskyWarCriminal #UkraineRussianWar",12,5,1,1
6184,39,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
6186,41,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
6187,42,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
6189,44,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
6190,45,Communi05841895,2023-02-11 02:43:00+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,11,8,1
6194,49,NaukatN,2023-02-11 02:42:21+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",13,145,27,1
6195,50,XAEA129,2023-02-11 02:42:11+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",32,176,46,1
6196,51,WSickner,2023-02-11 02:42:06+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",31,170,27,1
6200,55,luneplume67,2023-02-11 02:41:40+00:00,0,Twitter for Android,"RT @TribunePop2022: La CIAC interdit à ses États parties de développer, produire, mettre au point, acquérir, stocker, détenir ou transférer…",42,68,27,1
6201,56,RahulSr48474708,2023-02-11 02:41:31+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,8,8,1
6202,57,Ravinde64130517,2023-02-11 02:40:57+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,4,25,83,1
6203,58,Saurav32693011,2023-02-11 02:40:34+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",20,168,27,1
6211,66,shree89om,2023-02-11 02:38:11+00:00,0,Twitter for Android,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,19,38,83,1
6213,68,bg105ec131,2023-02-11 02:37:54+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,2,263,83,1
6214,69,hadiaBuinessGlb,2023-02-11 02:37:54+00:00,0,Twitter for Android,"The use of dirty bombs including Nuclear material inside, will be th biggest mistakes for Both and for the World. T… https://t.co/Re6LDxOM9c",2,16,0,1
6216,71,Saurav32693011,2023-02-11 02:36:06+00:00,0,Twitter for Android,"RT @UkrainianNews24: Pushing Forward🇺🇦
#UkraineRussianWar https://t.co/7qwCA94QMR",20,168,67,1
6218,73,Saurav32693011,2023-02-11 02:35:53+00:00,0,Twitter for Android,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",20,168,22,1
6221,76,EarthArmy143,2023-02-11 02:35:29+00:00,0,Twitter Web App,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",29,256,22,1
6223,78,tugasmatkul23,2023-02-11 02:35:20+00:00,0,Twitter Web App,RT @tugasmatkul23: Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Dingin J…,3,23,1,1
6225,80,tugasmatkul23,2023-02-11 02:35:11+00:00,1,Twitter Web App,Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Din… https://t.co/1EXLb1BvlY,3,23,1,1
6231,86,Riaca8,2023-02-11 02:33:33+00:00,0,Twitter for iPhone,Dónde va? #UkraineRussianWar https://t.co/hkIVQwsA9Q,18,124,0,1
6232,87,TegarAryanto9,2023-02-11 02:33:23+00:00,0,Twitter Web App,"prayforpapua

turut berduka cita Dilla Love Shot Hujan Zootopia 2 Giroud  Pagii  Persisam bupati kendal Mowning EXO… https://t.co/FtXPJCD71o",0,10,0,1
6233,88,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
6236,91,ErgaOmn72429636,2023-02-11 02:33:07+00:00,0,Twitter for Android,"RT @Skon_man: Look, this is how the #wagnergroup deals with the war.  The Hague in court should be self-evident.  this is a sport for them.…",12,33,0,1
6240,95,amraiza_anil,2023-02-11 02:32:41+00:00,0,Twitter Web App,"Amen!

 #JesusChristisLord #BibleStudy #Rangers #imfpakistan #Elections2023 #GoogleAI #UkraineRussianWar #Alaska… https://t.co/LX6VGBTS8R",4,66,0,1
6241,96,alizavedd,2023-02-11 02:32:32+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",20,153,27,1
6243,98,alizavedd,2023-02-11 02:32:12+00:00,0,Twitter for Android,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",20,153,27,1
6257,12,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
6263,18,GhoulPanza,2023-02-11 02:50:20+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",3,30,46,1
6265,20,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
6266,21,merouseer,2023-02-11 02:49:34+00:00,0,CheckTelegs,"Valentine’s Day Email Marketing: 7 Strategies For 2023

#bitcoin #mateycoin #ukrainerussianwar #utvracing
https://t.co/IIg6U9RrAk",8,22,0,1
6267,22,Ezraleo2,2023-02-11 02:49:06+00:00,0,Twitter for Android,"RT @Bodbe6: +18. Another failed #Russian attack near Avdiivka.

#Ukraine️ 
#UkraineRussianWar https://t.co/mogRO2eTtM",1,54,25,1
6271,26,britneywright30,2023-02-11 02:48:45+00:00,0,Twitter for iPhone,Wanna see as my dog goes deep in me Dm me on #ClarksonsFarm #zoophiliatwt #zoophile #dogs #dogsarefamily… https://t.co/AmQZlyTbu8,0,23,0,1
6279,34,XAEA129,2023-02-11 02:46:12+00:00,0,Twitter Web App,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",32,176,8,1
6280,35,XAEA129,2023-02-11 02:45:43+00:00,0,Twitter Web App,RT @MemeJedi71: Sniff sniff all just a distraction but I'll play #ZelenskyWarCriminal #Zelensky #Ukraine #UkraineRussianWar #coke #SniffSni…,32,176,1,1
6282,37,SaadaanT,2023-02-11 02:45:27+00:00,0,Twitter for Android,"RT @usmankllc: Zelensky have destroyed Ukraine.
#ZelenskyWarCriminal #UkraineRussianWar",12,5,1,1
6284,39,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
6286,41,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
6287,42,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
6289,44,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
6290,45,Communi05841895,2023-02-11 02:43:00+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,11,8,1
6294,49,NaukatN,2023-02-11 02:42:21+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",13,145,27,1
6295,50,XAEA129,2023-02-11 02:42:11+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",32,176,46,1
6296,51,WSickner,2023-02-11 02:42:06+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",31,170,27,1
6300,55,luneplume67,2023-02-11 02:41:40+00:00,0,Twitter for Android,"RT @TribunePop2022: La CIAC interdit à ses États parties de développer, produire, mettre au point, acquérir, stocker, détenir ou transférer…",42,68,27,1
6301,56,RahulSr48474708,2023-02-11 02:41:31+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,8,8,1
6302,57,Ravinde64130517,2023-02-11 02:40:57+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,4,25,83,1
6303,58,Saurav32693011,2023-02-11 02:40:34+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",20,168,27,1
6311,66,shree89om,2023-02-11 02:38:11+00:00,0,Twitter for Android,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,19,38,83,1
6313,68,bg105ec131,2023-02-11 02:37:54+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,2,263,83,1
6314,69,hadiaBuinessGlb,2023-02-11 02:37:54+00:00,0,Twitter for Android,"The use of dirty bombs including Nuclear material inside, will be th biggest mistakes for Both and for the World. T… https://t.co/Re6LDxOM9c",2,16,0,1
6316,71,Saurav32693011,2023-02-11 02:36:06+00:00,0,Twitter for Android,"RT @UkrainianNews24: Pushing Forward🇺🇦
#UkraineRussianWar https://t.co/7qwCA94QMR",20,168,67,1
6318,73,Saurav32693011,2023-02-11 02:35:53+00:00,0,Twitter for Android,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",20,168,22,1
